date;start lat;start lon;end lat;end lon
05.11.2015 06:25;50.226920;18.994550;50.303550;18.951430
05.11.2015 06:26;50.235438;18.994607;50.227190;18.960180
05.11.2015 06:27;50.235438;18.994607;50.227190;18.960180
05.11.2015 06:28;50.275910;19.023020;50.251250;19.014480
05.11.2015 06:27;50.184300;19.160410;50.237850;19.140630
05.11.2015 06:28;50.311349;18.669028;50.312796;18.673636
05.11.2015 06:28;50.311378;18.669093;50.293090;18.679050
05.11.2015 06:30;50.237850;19.140630;50.216810;19.157170
05.11.2015 06:30;50.242154;19.078700;50.226920;18.994550
05.11.2015 06:30;50.367670;19.263190;50.375470;19.267540
05.11.2015 06:30;50.317760;19.163960;50.325360;19.187930
05.11.2015 06:31;50.270740;19.024520;50.260060;19.021990
05.11.2015 06:31;50.244154;19.083386;50.226920;18.994550
05.11.2015 06:32;50.445860;18.864420;50.257560;19.036500
05.11.2015 06:32;50.305560;18.782710;50.349220;18.910260
05.11.2015 06:32;50.291700;18.668100;50.100140;19.008240
05.11.2015 06:30;50.237850;19.140630;50.216810;19.157170
05.11.2015 06:30;50.241063;19.077677;50.226920;18.994550
05.11.2015 06:30;50.261430;18.970380;50.246030;19.039150
05.11.2015 06:31;50.317760;19.163960;50.325360;19.187930
05.11.2015 06:31;50.237850;19.140630;50.216810;19.157170
05.11.2015 06:31;50.270740;19.024520;50.260060;19.021990
05.11.2015 06:31;50.257560;19.036500;50.298390;19.134520
05.11.2015 06:31;50.346290;19.173710;50.288640;19.112380
05.11.2015 06:31;50.244154;19.083386;50.226920;18.994550
05.11.2015 06:32;50.237850;19.140630;50.216810;19.157170
05.11.2015 06:33;50.350600;18.913940;50.355040;18.929940
05.11.2015 06:33;50.279590;19.111860;50.261350;19.019850
05.11.2015 06:33;50.346290;19.173710;50.288640;19.112380
05.11.2015 06:33;50.346290;19.173710;50.288640;19.112380
05.11.2015 06:35;50.261350;19.019850;50.341250;19.264670
05.11.2015 06:36;50.372740;18.780760;50.336740;18.782630
05.11.2015 06:37;50.385905;18.947893;50.343197;18.919524
05.11.2015 06:35;50.140517;19.130522;50.125560;18.980320
05.11.2015 06:36;50.289820;19.180310;50.353500;19.074750
05.11.2015 06:37;50.352430;18.923800;50.371290;18.944070
05.11.2015 06:37;50.287000;19.121690;50.343900;18.913570
05.11.2015 06:38;50.287000;19.121690;50.343900;18.913570
05.11.2015 06:38;50.233534;18.658819;50.258120;19.016630
05.11.2015 06:38;50.287000;19.121690;50.533580;18.807630
05.11.2015 06:40;50.252760;19.008850;50.306030;19.025600
05.11.2015 06:41;50.258250;19.017050;50.251330;19.004550
05.11.2015 06:41;50.371203;18.789144;50.371080;18.802090
05.11.2015 06:42;50.258250;19.017050;50.273300;19.135560
05.11.2015 06:42;50.107660;19.000650;50.257600;19.017180
05.11.2015 06:42;50.136130;18.964220;50.257600;19.017180
05.11.2015 06:39;50.252760;19.008850;50.259590;19.014160
05.11.2015 06:40;50.252760;19.008850;50.259590;19.014160
05.11.2015 06:41;50.298220;18.676630;50.447740;18.864290
05.11.2015 06:41;50.274803;18.997634;50.260060;19.021990
05.11.2015 06:41;50.274803;18.997634;50.260060;19.021990
